gem_name,gem_type,vaal_gem,type_origin,type_target
Maim Support,support,no,Superior,Anomalous
Maim Support,support,no,Superior,Divergent
Maim Support,support,no,Anomalous,Superior
Maim Support,support,no,Anomalous,Divergent
Maim Support,support,no,Divergent,Superior
Maim Support,support,no,Divergent,Anomalous
Malevolence,skill,no,Superior,Anomalous
Malevolence,skill,no,Superior,Divergent
Malevolence,skill,no,Anomalous,Superior
Malevolence,skill,no,Anomalous,Divergent
Malevolence,skill,no,Divergent,Superior
Malevolence,skill,no,Divergent,Anomalous
Mana Leech Support,support,no,Superior,Anomalous
Mana Leech Support,support,no,Superior,Divergent
Mana Leech Support,support,no,Anomalous,Superior
Mana Leech Support,support,no,Anomalous,Divergent
Mana Leech Support,support,no,Divergent,Superior
Mana Leech Support,support,no,Divergent,Anomalous
Manabond,skill,no,Superior,Anomalous
Manabond,skill,no,Superior,Divergent
Manabond,skill,no,Anomalous,Superior
Manabond,skill,no,Anomalous,Divergent
Manabond,skill,no,Divergent,Superior
Manabond,skill,no,Divergent,Anomalous
Manaforged Arrows Support,support,no,Superior,Anomalous
Manaforged Arrows Support,support,no,Superior,Divergent
Manaforged Arrows Support,support,no,Anomalous,Superior
Manaforged Arrows Support,support,no,Anomalous,Divergent
Manaforged Arrows Support,support,no,Divergent,Superior
Manaforged Arrows Support,support,no,Divergent,Anomalous
Mark On Hit Support,support,no,Superior,Anomalous
Mark On Hit Support,support,no,Superior,Divergent
Mark On Hit Support,support,no,Anomalous,Superior
Mark On Hit Support,support,no,Anomalous,Divergent
Mark On Hit Support,support,no,Divergent,Superior
Mark On Hit Support,support,no,Divergent,Anomalous
Meat Shield Support,support,no,Superior,Anomalous
Meat Shield Support,support,no,Superior,Divergent
Meat Shield Support,support,no,Anomalous,Superior
Meat Shield Support,support,no,Anomalous,Divergent
Meat Shield Support,support,no,Divergent,Superior
Meat Shield Support,support,no,Divergent,Anomalous
Melee Physical Damage Support,support,no,Superior,Anomalous
Melee Physical Damage Support,support,no,Superior,Divergent
Melee Physical Damage Support,support,no,Anomalous,Superior
Melee Physical Damage Support,support,no,Anomalous,Divergent
Melee Physical Damage Support,support,no,Divergent,Superior
Melee Physical Damage Support,support,no,Divergent,Anomalous
Melee Splash Support,support,no,Superior,Anomalous
Melee Splash Support,support,no,Superior,Divergent
Melee Splash Support,support,no,Anomalous,Superior
Melee Splash Support,support,no,Anomalous,Divergent
Melee Splash Support,support,no,Divergent,Superior
Melee Splash Support,support,no,Divergent,Anomalous
Minefield Support,support,no,Superior,Anomalous
Minefield Support,support,no,Superior,Divergent
Minefield Support,support,no,Anomalous,Superior
Minefield Support,support,no,Anomalous,Divergent
Minefield Support,support,no,Divergent,Superior
Minefield Support,support,no,Divergent,Anomalous
Minion Damage Support,support,no,Superior,Anomalous
Minion Damage Support,support,no,Superior,Divergent
Minion Damage Support,support,no,Anomalous,Superior
Minion Damage Support,support,no,Anomalous,Divergent
Minion Damage Support,support,no,Divergent,Superior
Minion Damage Support,support,no,Divergent,Anomalous
Minion Life Support,support,no,Superior,Anomalous
Minion Life Support,support,no,Superior,Divergent
Minion Life Support,support,no,Anomalous,Superior
Minion Life Support,support,no,Anomalous,Divergent
Minion Life Support,support,no,Divergent,Superior
Minion Life Support,support,no,Divergent,Anomalous
Minion Speed Support,support,no,Superior,Anomalous
Minion Speed Support,support,no,Superior,Divergent
Minion Speed Support,support,no,Anomalous,Superior
Minion Speed Support,support,no,Anomalous,Divergent
Minion Speed Support,support,no,Divergent,Superior
Minion Speed Support,support,no,Divergent,Anomalous
Mirage Archer Support,support,no,Superior,Anomalous
Mirage Archer Support,support,no,Superior,Divergent
Mirage Archer Support,support,no,Anomalous,Superior
Mirage Archer Support,support,no,Anomalous,Divergent
Mirage Archer Support,support,no,Divergent,Superior
Mirage Archer Support,support,no,Divergent,Anomalous
Mirror Arrow,skill,no,Superior,Anomalous
Mirror Arrow,skill,no,Superior,Divergent
Mirror Arrow,skill,no,Superior,Phantasmal
Mirror Arrow,skill,no,Anomalous,Superior
Mirror Arrow,skill,no,Anomalous,Divergent
Mirror Arrow,skill,no,Anomalous,Phantasmal
Mirror Arrow,skill,no,Divergent,Superior
Mirror Arrow,skill,no,Divergent,Anomalous
Mirror Arrow,skill,no,Divergent,Phantasmal
Mirror Arrow,skill,no,Phantasmal,Superior
Mirror Arrow,skill,no,Phantasmal,Anomalous
Mirror Arrow,skill,no,Phantasmal,Divergent
Molten Shell,skill,no,Superior,Anomalous
Molten Shell,skill,no,Superior,Divergent
Molten Shell,skill,no,Anomalous,Superior
Molten Shell,skill,no,Anomalous,Divergent
Molten Shell,skill,no,Divergent,Superior
Molten Shell,skill,no,Divergent,Anomalous
Molten Strike,skill,no,Superior,Anomalous
Molten Strike,skill,no,Superior,Divergent
Molten Strike,skill,no,Superior,Phantasmal
Molten Strike,skill,no,Anomalous,Superior
Molten Strike,skill,no,Anomalous,Divergent
Molten Strike,skill,no,Anomalous,Phantasmal
Molten Strike,skill,no,Divergent,Superior
Molten Strike,skill,no,Divergent,Anomalous
Molten Strike,skill,no,Divergent,Phantasmal
Molten Strike,skill,no,Phantasmal,Superior
Molten Strike,skill,no,Phantasmal,Anomalous
Molten Strike,skill,no,Phantasmal,Divergent
Momentum Support,support,no,Superior,Anomalous
Momentum Support,support,no,Superior,Divergent
Momentum Support,support,no,Anomalous,Superior
Momentum Support,support,no,Anomalous,Divergent
Momentum Support,support,no,Divergent,Superior
Momentum Support,support,no,Divergent,Anomalous
Multiple Totems Support,support,no,Superior,Anomalous
Multiple Totems Support,support,no,Superior,Divergent
Multiple Totems Support,support,no,Anomalous,Superior
Multiple Totems Support,support,no,Anomalous,Divergent
Multiple Totems Support,support,no,Divergent,Superior
Multiple Totems Support,support,no,Divergent,Anomalous
Multiple Traps Support,support,no,Superior,Anomalous
Multiple Traps Support,support,no,Superior,Divergent
Multiple Traps Support,support,no,Anomalous,Superior
Multiple Traps Support,support,no,Anomalous,Divergent
Multiple Traps Support,support,no,Divergent,Superior
Multiple Traps Support,support,no,Divergent,Anomalous
Multistrike Support,support,no,Superior,Anomalous
Multistrike Support,support,no,Superior,Divergent
Multistrike Support,support,no,Anomalous,Superior
Multistrike Support,support,no,Anomalous,Divergent
Multistrike Support,support,no,Divergent,Superior
Multistrike Support,support,no,Divergent,Anomalous
Nightblade Support,support,no,Superior,Anomalous
Nightblade Support,support,no,Superior,Divergent
Nightblade Support,support,no,Anomalous,Superior
Nightblade Support,support,no,Anomalous,Divergent
Nightblade Support,support,no,Divergent,Superior
Nightblade Support,support,no,Divergent,Anomalous
Orb of Storms,skill,no,Superior,Anomalous
Orb of Storms,skill,no,Superior,Divergent
Orb of Storms,skill,no,Anomalous,Superior
Orb of Storms,skill,no,Anomalous,Divergent
Orb of Storms,skill,no,Divergent,Superior
Orb of Storms,skill,no,Divergent,Anomalous
Overcharge Support,support,no,Superior,Anomalous
Overcharge Support,support,no,Superior,Divergent
Overcharge Support,support,no,Anomalous,Superior
Overcharge Support,support,no,Anomalous,Divergent
Overcharge Support,support,no,Divergent,Superior
Overcharge Support,support,no,Divergent,Anomalous
Penance Brand,skill,no,Superior,Anomalous
Penance Brand,skill,no,Superior,Divergent
Penance Brand,skill,no,Anomalous,Superior
Penance Brand,skill,no,Anomalous,Divergent
Penance Brand,skill,no,Divergent,Superior
Penance Brand,skill,no,Divergent,Anomalous
Perforate,skill,no,Superior,Anomalous
Perforate,skill,no,Superior,Divergent
Perforate,skill,no,Superior,Phantasmal
Perforate,skill,no,Anomalous,Superior
Perforate,skill,no,Anomalous,Divergent
Perforate,skill,no,Anomalous,Phantasmal
Perforate,skill,no,Divergent,Superior
Perforate,skill,no,Divergent,Anomalous
Perforate,skill,no,Divergent,Phantasmal
Perforate,skill,no,Phantasmal,Superior
Perforate,skill,no,Phantasmal,Anomalous
Perforate,skill,no,Phantasmal,Divergent
Pestilent Strike,skill,no,Superior,Anomalous
Pestilent Strike,skill,no,Superior,Divergent
Pestilent Strike,skill,no,Superior,Phantasmal
Pestilent Strike,skill,no,Anomalous,Superior
Pestilent Strike,skill,no,Anomalous,Divergent
Pestilent Strike,skill,no,Anomalous,Phantasmal
Pestilent Strike,skill,no,Divergent,Superior
Pestilent Strike,skill,no,Divergent,Anomalous
Pestilent Strike,skill,no,Divergent,Phantasmal
Pestilent Strike,skill,no,Phantasmal,Superior
Pestilent Strike,skill,no,Phantasmal,Anomalous
Pestilent Strike,skill,no,Phantasmal,Divergent
Petrified Blood,skill,no,Superior,Anomalous
Petrified Blood,skill,no,Superior,Divergent
Petrified Blood,skill,no,Anomalous,Superior
Petrified Blood,skill,no,Anomalous,Divergent
Petrified Blood,skill,no,Divergent,Superior
Petrified Blood,skill,no,Divergent,Anomalous
Phase Run,skill,no,Superior,Anomalous
Phase Run,skill,no,Superior,Divergent
Phase Run,skill,no,Anomalous,Superior
Phase Run,skill,no,Anomalous,Divergent
Phase Run,skill,no,Divergent,Superior
Phase Run,skill,no,Divergent,Anomalous
Physical to Lightning Support,support,no,Superior,Anomalous
Physical to Lightning Support,support,no,Superior,Divergent
Physical to Lightning Support,support,no,Anomalous,Superior
Physical to Lightning Support,support,no,Anomalous,Divergent
Physical to Lightning Support,support,no,Divergent,Superior
Physical to Lightning Support,support,no,Divergent,Anomalous
Pierce Support,support,no,Superior,Anomalous
Pierce Support,support,no,Superior,Divergent
Pierce Support,support,no,Anomalous,Superior
Pierce Support,support,no,Anomalous,Divergent
Pierce Support,support,no,Divergent,Superior
Pierce Support,support,no,Divergent,Anomalous
Pinpoint Support,support,no,Superior,Anomalous
Pinpoint Support,support,no,Superior,Divergent
Pinpoint Support,support,no,Anomalous,Superior
Pinpoint Support,support,no,Anomalous,Divergent
Pinpoint Support,support,no,Divergent,Superior
Pinpoint Support,support,no,Divergent,Anomalous
Plague Bearer,skill,no,Superior,Anomalous
Plague Bearer,skill,no,Superior,Divergent
Plague Bearer,skill,no,Anomalous,Superior
Plague Bearer,skill,no,Anomalous,Divergent
Plague Bearer,skill,no,Divergent,Superior
Plague Bearer,skill,no,Divergent,Anomalous
Poacher's Mark,skill,no,Superior,Anomalous
Poacher's Mark,skill,no,Superior,Divergent
Poacher's Mark,skill,no,Anomalous,Superior
Poacher's Mark,skill,no,Anomalous,Divergent
Poacher's Mark,skill,no,Divergent,Superior
Poacher's Mark,skill,no,Divergent,Anomalous
Point Blank Support,support,no,Superior,Anomalous
Point Blank Support,support,no,Superior,Divergent
Point Blank Support,support,no,Anomalous,Superior
Point Blank Support,support,no,Anomalous,Divergent
Point Blank Support,support,no,Divergent,Superior
Point Blank Support,support,no,Divergent,Anomalous
Poisonous Concoction,skill,no,Superior,Anomalous
Poisonous Concoction,skill,no,Superior,Divergent
Poisonous Concoction,skill,no,Anomalous,Superior
Poisonous Concoction,skill,no,Anomalous,Divergent
Poisonous Concoction,skill,no,Divergent,Superior
Poisonous Concoction,skill,no,Divergent,Anomalous
Power Charge On Critical Support,support,no,Superior,Anomalous
Power Charge On Critical Support,support,no,Superior,Divergent
Power Charge On Critical Support,support,no,Anomalous,Superior
Power Charge On Critical Support,support,no,Anomalous,Divergent
Power Charge On Critical Support,support,no,Divergent,Superior
Power Charge On Critical Support,support,no,Divergent,Anomalous
Power Siphon,skill,no,Superior,Anomalous
Power Siphon,skill,no,Superior,Divergent
Power Siphon,skill,no,Anomalous,Superior
Power Siphon,skill,no,Anomalous,Divergent
Power Siphon,skill,no,Divergent,Superior
Power Siphon,skill,no,Divergent,Anomalous
Precision,skill,no,Superior,Anomalous
Precision,skill,no,Superior,Divergent
Precision,skill,no,Anomalous,Superior
Precision,skill,no,Anomalous,Divergent
Precision,skill,no,Divergent,Superior
Precision,skill,no,Divergent,Anomalous
Predator Support,support,no,Superior,Divergent
Predator Support,support,no,Superior,Anomalous
Predator Support,support,no,Divergent,Superior
Predator Support,support,no,Divergent,Anomalous
Predator Support,support,no,Anomalous,Superior
Predator Support,support,no,Anomalous,Divergent
Pride,skill,no,Superior,Anomalous
Pride,skill,no,Superior,Divergent
Pride,skill,no,Anomalous,Superior
Pride,skill,no,Anomalous,Divergent
Pride,skill,no,Divergent,Superior
Pride,skill,no,Divergent,Anomalous
Prismatic Burst Support,support,no,Superior,Anomalous
Prismatic Burst Support,support,no,Superior,Divergent
Prismatic Burst Support,support,no,Superior,Phantasmal
Prismatic Burst Support,support,no,Anomalous,Superior
Prismatic Burst Support,support,no,Anomalous,Divergent
Prismatic Burst Support,support,no,Anomalous,Phantasmal
Prismatic Burst Support,support,no,Divergent,Superior
Prismatic Burst Support,support,no,Divergent,Anomalous
Prismatic Burst Support,support,no,Divergent,Phantasmal
Prismatic Burst Support,support,no,Phantasmal,Superior
Prismatic Burst Support,support,no,Phantasmal,Anomalous
Prismatic Burst Support,support,no,Phantasmal,Divergent
Protective Link,skill,no,Superior,Anomalous
Protective Link,skill,no,Superior,Divergent
Protective Link,skill,no,Anomalous,Superior
Protective Link,skill,no,Anomalous,Divergent
Protective Link,skill,no,Divergent,Superior
Protective Link,skill,no,Divergent,Anomalous
Pulverise Support,support,no,Superior,Anomalous
Pulverise Support,support,no,Superior,Divergent
Pulverise Support,support,no,Anomalous,Superior
Pulverise Support,support,no,Anomalous,Divergent
Pulverise Support,support,no,Divergent,Superior
Pulverise Support,support,no,Divergent,Anomalous
Puncture,skill,no,Superior,Anomalous
Puncture,skill,no,Superior,Divergent
Puncture,skill,no,Superior,Phantasmal
Puncture,skill,no,Anomalous,Superior
Puncture,skill,no,Anomalous,Divergent
Puncture,skill,no,Anomalous,Phantasmal
Puncture,skill,no,Divergent,Superior
Puncture,skill,no,Divergent,Anomalous
Puncture,skill,no,Divergent,Phantasmal
Puncture,skill,no,Phantasmal,Superior
Puncture,skill,no,Phantasmal,Anomalous
Puncture,skill,no,Phantasmal,Divergent
Punishment,skill,no,Superior,Anomalous
Punishment,skill,no,Superior,Divergent
Punishment,skill,no,Anomalous,Superior
Punishment,skill,no,Anomalous,Divergent
Punishment,skill,no,Divergent,Superior
Punishment,skill,no,Divergent,Anomalous
Purifying Flame,skill,no,Superior,Anomalous
Purifying Flame,skill,no,Superior,Divergent
Purifying Flame,skill,no,Superior,Phantasmal
Purifying Flame,skill,no,Anomalous,Superior
Purifying Flame,skill,no,Anomalous,Divergent
Purifying Flame,skill,no,Anomalous,Phantasmal
Purifying Flame,skill,no,Divergent,Superior
Purifying Flame,skill,no,Divergent,Anomalous
Purifying Flame,skill,no,Divergent,Phantasmal
Purifying Flame,skill,no,Phantasmal,Superior
Purifying Flame,skill,no,Phantasmal,Anomalous
Purifying Flame,skill,no,Phantasmal,Divergent
Purity of Elements,skill,no,Superior,Anomalous
Purity of Elements,skill,no,Superior,Divergent
Purity of Elements,skill,no,Anomalous,Superior
Purity of Elements,skill,no,Anomalous,Divergent
Purity of Elements,skill,no,Divergent,Superior
Purity of Elements,skill,no,Divergent,Anomalous
Purity of Fire,skill,no,Superior,Anomalous
Purity of Fire,skill,no,Superior,Divergent
Purity of Fire,skill,no,Anomalous,Superior
Purity of Fire,skill,no,Anomalous,Divergent
Purity of Fire,skill,no,Divergent,Superior
Purity of Fire,skill,no,Divergent,Anomalous
Purity of Ice,skill,no,Superior,Anomalous
Purity of Ice,skill,no,Superior,Divergent
Purity of Ice,skill,no,Anomalous,Superior
Purity of Ice,skill,no,Anomalous,Divergent
Purity of Ice,skill,no,Divergent,Superior
Purity of Ice,skill,no,Divergent,Anomalous
Purity of Lightning,skill,no,Superior,Anomalous
Purity of Lightning,skill,no,Superior,Divergent
Purity of Lightning,skill,no,Anomalous,Superior
Purity of Lightning,skill,no,Anomalous,Divergent
Purity of Lightning,skill,no,Divergent,Superior
Purity of Lightning,skill,no,Divergent,Anomalous
Pyroclast Mine,skill,no,Superior,Anomalous
Pyroclast Mine,skill,no,Superior,Divergent
Pyroclast Mine,skill,no,Superior,Phantasmal
Pyroclast Mine,skill,no,Anomalous,Superior
Pyroclast Mine,skill,no,Anomalous,Divergent
Pyroclast Mine,skill,no,Anomalous,Phantasmal
Pyroclast Mine,skill,no,Divergent,Superior
Pyroclast Mine,skill,no,Divergent,Anomalous
Pyroclast Mine,skill,no,Divergent,Phantasmal
Pyroclast Mine,skill,no,Phantasmal,Superior
Pyroclast Mine,skill,no,Phantasmal,Anomalous
Pyroclast Mine,skill,no,Phantasmal,Divergent
Rage Support,support,no,Superior,Anomalous
Rage Support,support,no,Superior,Divergent
Rage Support,support,no,Anomalous,Superior
Rage Support,support,no,Anomalous,Divergent
Rage Support,support,no,Divergent,Superior
Rage Support,support,no,Divergent,Anomalous
Rage Vortex,skill,no,Superior,Anomalous
Rage Vortex,skill,no,Superior,Divergent
Rage Vortex,skill,no,Anomalous,Superior
Rage Vortex,skill,no,Anomalous,Divergent
Rage Vortex,skill,no,Divergent,Superior
Rage Vortex,skill,no,Divergent,Anomalous
Rain of Arrows,skill,no,Superior,Anomalous
Rain of Arrows,skill,no,Superior,Divergent
Rain of Arrows,skill,no,Superior,Phantasmal
Rain of Arrows,skill,no,Anomalous,Superior
Rain of Arrows,skill,no,Anomalous,Divergent
Rain of Arrows,skill,no,Anomalous,Phantasmal
Rain of Arrows,skill,no,Divergent,Superior
Rain of Arrows,skill,no,Divergent,Anomalous
Rain of Arrows,skill,no,Divergent,Phantasmal
Rain of Arrows,skill,no,Phantasmal,Superior
Rain of Arrows,skill,no,Phantasmal,Anomalous
Rain of Arrows,skill,no,Phantasmal,Divergent
Raise Spectre,skill,no,Superior,Anomalous
Raise Spectre,skill,no,Superior,Divergent
Raise Spectre,skill,no,Superior,Phantasmal
Raise Spectre,skill,no,Anomalous,Superior
Raise Spectre,skill,no,Anomalous,Divergent
Raise Spectre,skill,no,Anomalous,Phantasmal
Raise Spectre,skill,no,Divergent,Superior
Raise Spectre,skill,no,Divergent,Anomalous
Raise Spectre,skill,no,Divergent,Phantasmal
Raise Spectre,skill,no,Phantasmal,Superior
Raise Spectre,skill,no,Phantasmal,Anomalous
Raise Spectre,skill,no,Phantasmal,Divergent
Raise Zombie,skill,no,Superior,Anomalous
Raise Zombie,skill,no,Superior,Divergent
Raise Zombie,skill,no,Superior,Phantasmal
Raise Zombie,skill,no,Anomalous,Superior
Raise Zombie,skill,no,Anomalous,Divergent
Raise Zombie,skill,no,Anomalous,Phantasmal
Raise Zombie,skill,no,Divergent,Superior
Raise Zombie,skill,no,Divergent,Anomalous
Raise Zombie,skill,no,Divergent,Phantasmal
Raise Zombie,skill,no,Phantasmal,Superior
Raise Zombie,skill,no,Phantasmal,Anomalous
Raise Zombie,skill,no,Phantasmal,Divergent
Rallying Cry,skill,no,Superior,Anomalous
Rallying Cry,skill,no,Superior,Divergent
Rallying Cry,skill,no,Superior,Phantasmal
Rallying Cry,skill,no,Anomalous,Superior
Rallying Cry,skill,no,Anomalous,Divergent
Rallying Cry,skill,no,Anomalous,Phantasmal
Rallying Cry,skill,no,Divergent,Superior
Rallying Cry,skill,no,Divergent,Anomalous
Rallying Cry,skill,no,Divergent,Phantasmal
Rallying Cry,skill,no,Phantasmal,Superior
Rallying Cry,skill,no,Phantasmal,Anomalous
Rallying Cry,skill,no,Phantasmal,Divergent
Reap,skill,no,Superior,Anomalous
Reap,skill,no,Superior,Divergent
Reap,skill,no,Anomalous,Superior
Reap,skill,no,Anomalous,Divergent
Reap,skill,no,Divergent,Superior
Reap,skill,no,Divergent,Anomalous
Reave,skill,no,Superior,Anomalous
Reave,skill,no,Superior,Divergent
Reave,skill,no,Superior,Phantasmal
Reave,skill,no,Anomalous,Superior
Reave,skill,no,Anomalous,Divergent
Reave,skill,no,Anomalous,Phantasmal
Reave,skill,no,Divergent,Superior
Reave,skill,no,Divergent,Anomalous
Reave,skill,no,Divergent,Phantasmal
Reave,skill,no,Phantasmal,Superior
Reave,skill,no,Phantasmal,Anomalous
Reave,skill,no,Phantasmal,Divergent
Reckoning,skill,no,Superior,Anomalous
Reckoning,skill,no,Superior,Divergent
Reckoning,skill,no,Superior,Phantasmal
Reckoning,skill,no,Anomalous,Superior
Reckoning,skill,no,Anomalous,Divergent
Reckoning,skill,no,Anomalous,Phantasmal
Reckoning,skill,no,Divergent,Superior
Reckoning,skill,no,Divergent,Anomalous
Reckoning,skill,no,Divergent,Phantasmal
Reckoning,skill,no,Phantasmal,Superior
Reckoning,skill,no,Phantasmal,Anomalous
Reckoning,skill,no,Phantasmal,Divergent
Rejuvenation Totem,skill,no,Superior,Anomalous
Rejuvenation Totem,skill,no,Superior,Divergent
Rejuvenation Totem,skill,no,Anomalous,Superior
Rejuvenation Totem,skill,no,Anomalous,Divergent
Rejuvenation Totem,skill,no,Divergent,Superior
Rejuvenation Totem,skill,no,Divergent,Anomalous
Righteous Fire,skill,no,Superior,Anomalous
Righteous Fire,skill,no,Superior,Divergent
Righteous Fire,skill,no,Anomalous,Superior
Righteous Fire,skill,no,Anomalous,Divergent
Righteous Fire,skill,no,Divergent,Superior
Righteous Fire,skill,no,Divergent,Anomalous
Riposte,skill,no,Superior,Anomalous
Riposte,skill,no,Superior,Divergent
Riposte,skill,no,Anomalous,Superior
Riposte,skill,no,Anomalous,Divergent
Riposte,skill,no,Divergent,Superior
Riposte,skill,no,Divergent,Anomalous
Rolling Magma,skill,no,Superior,Anomalous
Rolling Magma,skill,no,Superior,Divergent
Rolling Magma,skill,no,Superior,Phantasmal
Rolling Magma,skill,no,Anomalous,Superior
Rolling Magma,skill,no,Anomalous,Divergent
Rolling Magma,skill,no,Anomalous,Phantasmal
Rolling Magma,skill,no,Divergent,Superior
Rolling Magma,skill,no,Divergent,Anomalous
Rolling Magma,skill,no,Divergent,Phantasmal
Rolling Magma,skill,no,Phantasmal,Superior
Rolling Magma,skill,no,Phantasmal,Anomalous
Rolling Magma,skill,no,Phantasmal,Divergent
Ruthless Support,support,no,Superior,Anomalous
Ruthless Support,support,no,Superior,Divergent
Ruthless Support,support,no,Anomalous,Superior
Ruthless Support,support,no,Anomalous,Divergent
Ruthless Support,support,no,Divergent,Superior
Ruthless Support,support,no,Divergent,Anomalous
Scorching Ray,skill,no,Superior,Anomalous
Scorching Ray,skill,no,Superior,Divergent
Scorching Ray,skill,no,Anomalous,Superior
Scorching Ray,skill,no,Anomalous,Divergent
Scorching Ray,skill,no,Divergent,Superior
Scorching Ray,skill,no,Divergent,Anomalous
Scourge Arrow,skill,no,Superior,Anomalous
Scourge Arrow,skill,no,Superior,Divergent
Scourge Arrow,skill,no,Superior,Phantasmal
Scourge Arrow,skill,no,Anomalous,Superior
Scourge Arrow,skill,no,Anomalous,Divergent
Scourge Arrow,skill,no,Anomalous,Phantasmal
Scourge Arrow,skill,no,Divergent,Superior
Scourge Arrow,skill,no,Divergent,Anomalous
Scourge Arrow,skill,no,Divergent,Phantasmal
Scourge Arrow,skill,no,Phantasmal,Superior
Scourge Arrow,skill,no,Phantasmal,Anomalous
Scourge Arrow,skill,no,Phantasmal,Divergent
Searing Bond,skill,no,Superior,Anomalous
Searing Bond,skill,no,Superior,Divergent
Searing Bond,skill,no,Superior,Phantasmal
Searing Bond,skill,no,Anomalous,Superior
Searing Bond,skill,no,Anomalous,Divergent
Searing Bond,skill,no,Anomalous,Phantasmal
Searing Bond,skill,no,Divergent,Superior
Searing Bond,skill,no,Divergent,Anomalous
Searing Bond,skill,no,Divergent,Phantasmal
Searing Bond,skill,no,Phantasmal,Superior
Searing Bond,skill,no,Phantasmal,Anomalous
Searing Bond,skill,no,Phantasmal,Divergent
Second Wind Support,support,no,Superior,Anomalous
Second Wind Support,support,no,Superior,Divergent
Second Wind Support,support,no,Anomalous,Superior
Second Wind Support,support,no,Anomalous,Divergent
Second Wind Support,support,no,Divergent,Superior
Second Wind Support,support,no,Divergent,Anomalous
Seismic Cry,skill,no,Superior,Anomalous
Seismic Cry,skill,no,Superior,Divergent
Seismic Cry,skill,no,Superior,Phantasmal
Seismic Cry,skill,no,Anomalous,Superior
Seismic Cry,skill,no,Anomalous,Divergent
Seismic Cry,skill,no,Anomalous,Phantasmal
Seismic Cry,skill,no,Divergent,Superior
Seismic Cry,skill,no,Divergent,Anomalous
Seismic Cry,skill,no,Divergent,Phantasmal
Seismic Cry,skill,no,Phantasmal,Superior
Seismic Cry,skill,no,Phantasmal,Anomalous
Seismic Cry,skill,no,Phantasmal,Divergent
Seismic Trap,skill,no,Superior,Anomalous
Seismic Trap,skill,no,Superior,Divergent
Seismic Trap,skill,no,Superior,Phantasmal
Seismic Trap,skill,no,Anomalous,Superior
Seismic Trap,skill,no,Anomalous,Divergent
Seismic Trap,skill,no,Anomalous,Phantasmal
Seismic Trap,skill,no,Divergent,Superior
Seismic Trap,skill,no,Divergent,Anomalous
Seismic Trap,skill,no,Divergent,Phantasmal
Seismic Trap,skill,no,Phantasmal,Superior
Seismic Trap,skill,no,Phantasmal,Anomalous
Seismic Trap,skill,no,Phantasmal,Divergent
Shattering Steel,skill,no,Superior,Anomalous
Shattering Steel,skill,no,Superior,Divergent
Shattering Steel,skill,no,Superior,Phantasmal
Shattering Steel,skill,no,Anomalous,Superior
Shattering Steel,skill,no,Anomalous,Divergent
Shattering Steel,skill,no,Anomalous,Phantasmal
Shattering Steel,skill,no,Divergent,Superior
Shattering Steel,skill,no,Divergent,Anomalous
Shattering Steel,skill,no,Divergent,Phantasmal
Shattering Steel,skill,no,Phantasmal,Superior
Shattering Steel,skill,no,Phantasmal,Anomalous
Shattering Steel,skill,no,Phantasmal,Divergent
Shield Charge,skill,no,Superior,Anomalous
Shield Charge,skill,no,Superior,Divergent
Shield Charge,skill,no,Anomalous,Superior
Shield Charge,skill,no,Anomalous,Divergent
Shield Charge,skill,no,Divergent,Superior
Shield Charge,skill,no,Divergent,Anomalous
Shield Crush,skill,no,Superior,Anomalous
Shield Crush,skill,no,Superior,Divergent
Shield Crush,skill,no,Anomalous,Superior
Shield Crush,skill,no,Anomalous,Divergent
Shield Crush,skill,no,Divergent,Superior
Shield Crush,skill,no,Divergent,Anomalous
Shock Nova,skill,no,Superior,Anomalous
Shock Nova,skill,no,Superior,Divergent
Shock Nova,skill,no,Anomalous,Superior
Shock Nova,skill,no,Anomalous,Divergent
Shock Nova,skill,no,Divergent,Superior
Shock Nova,skill,no,Divergent,Anomalous
Shockwave Support,support,no,Superior,Anomalous
Shockwave Support,support,no,Superior,Divergent
Shockwave Support,support,no,Anomalous,Superior
Shockwave Support,support,no,Anomalous,Divergent
Shockwave Support,support,no,Divergent,Superior
Shockwave Support,support,no,Divergent,Anomalous
Shockwave Totem,skill,no,Superior,Anomalous
Shockwave Totem,skill,no,Superior,Divergent
Shockwave Totem,skill,no,Superior,Phantasmal
Shockwave Totem,skill,no,Anomalous,Superior
Shockwave Totem,skill,no,Anomalous,Divergent
Shockwave Totem,skill,no,Anomalous,Phantasmal
Shockwave Totem,skill,no,Divergent,Superior
Shockwave Totem,skill,no,Divergent,Anomalous
Shockwave Totem,skill,no,Divergent,Phantasmal
Shockwave Totem,skill,no,Phantasmal,Superior
Shockwave Totem,skill,no,Phantasmal,Anomalous
Shockwave Totem,skill,no,Phantasmal,Divergent
Shrapnel Ballista,skill,no,Superior,Anomalous
Shrapnel Ballista,skill,no,Superior,Divergent
Shrapnel Ballista,skill,no,Superior,Phantasmal
Shrapnel Ballista,skill,no,Anomalous,Superior
Shrapnel Ballista,skill,no,Anomalous,Divergent
Shrapnel Ballista,skill,no,Anomalous,Phantasmal
Shrapnel Ballista,skill,no,Divergent,Superior
Shrapnel Ballista,skill,no,Divergent,Anomalous
Shrapnel Ballista,skill,no,Divergent,Phantasmal
Shrapnel Ballista,skill,no,Phantasmal,Superior
Shrapnel Ballista,skill,no,Phantasmal,Anomalous
Shrapnel Ballista,skill,no,Phantasmal,Divergent
